symbol	CSC1_SC2	CSC1_SC3	CSC1_DC2	CSC1_DC3
C1QTNF7	0	0	0	0
C1QTNF8	0.0108103	0.00537649	0	0.0214683
C1QTNF9	0.258712	0.0100125	0.131442	0.215112
C1QTNF9B	1.37734	1.00189	1.38844	1.57276
C1QTNF9B-AS1	2.22163	1.84558	2.21191	2.27572
C1R	1.51301	0.872299	1.22422	0.792742
C1RL	2.58366	2.2099	2.68648	2.84398
C1RL-AS1	1.88629	1.61806	1.46397	1.48247
C1S	0.143838	0.245554	0.240237	0.517608
C2	0.848434	1.61659	1.27913	2.13189
C20orf112	2.49114	2.13172	3.6407	2.93163
C20orf141	0	0	0	0
C20orf144	2.40383	2.32649	2.14791	2.21043
C20orf166	0	0	0	0
C20orf166-AS1	0	0	0	0
C20orf173	0	0.0510588	0	0.116872
C20orf194	0.311514	0.155902	0.27665	0.864234
C20orf195	0.453047	0.228596	0.393473	0.37712
C20orf196	2.07589	2.01	2.05896	1.92878
C20orf197	0.0134649	0	0.0140816	0.247206
C20orf201	0	0	0	0
C20orf202	0.0564829	0.110072	0.0120009	0.0782143
C20orf203	0.00769033	0	0	0
C20orf24	6.37177	6.43725	6.68419	7.02315
C20orf26	0.0649857	0.0463853	0.0679076	0.0188049
C20orf27	6.36078	6.22874	6.12637	6.01834
C20orf78	0	0	0	0
C20orf85	0	0	0	0
C20orf96	4.30378	4.05334	3.8276	3.47449
C21orf119	1.28918	1.31021	1.32789	1.45865
C21orf128	0	0.025481	0	0
C21orf15	0.214416	0.0970707	0	0.0143281
C21orf2	2.1076	2.01068	2.86436	1.87344
C21orf33	5.62193	5.35931	5.57023	5.20615
C21orf37	0	0	0	0
C21orf49	0.0304242	0.0302081	0.0318093	0.0152411
C21orf54	0	0	0	0
C21orf58	1.62703	1.58952	1.88205	1.3904
C21orf59	5.64204	5.35424	5.97052	5.51221
C21orf62	0	0	0	0
C21orf67	0.607947	0.361146	0.630603	0.53872
C21orf88	0.0136237	0.0269271	0.028356	0.317139
C21orf90	1.38843	1.49845	1.11553	1.39216
C21orf91	1.22159	1.66545	1.04467	1.17895
C21orf91-OT1	0.0725095	0.237699	0.2163	0.415662
C22orf15	2.49575	2.43319	2.85478	1.95098
C22orf23	0.29943	0.985806	0.437625	1.2063
C22orf24	1.01213	1.45083	1.03013	1.71045
C22orf26	0.409138	0.515445	0.523916	0.53106
C22orf28	4.88871	5.39191	4.01514	5.56731
C22orf29	1.7389	1.78957	1.67765	1.98236
C22orf31	0	0	0	0
C22orf34	0.0711688	0.317307	0.0302061	0.171199
C22orf39	2.26202	2.2903	1.86783	2.05123
C22orf42	0	0	0.0238144	0
C22orf43	0.558697	0.744135	0.739775	0.566735
C22orf46	2.05447	1.90311	2.13089	1.8651
C2CD2	1.73985	1.78634	1.75266	2.16935
C2CD2L	3.26233	3.43651	3.07457	3.06944
C2CD3	1.7741	2.03465	1.35081	2.07685
C2CD4A	1.46396	0.948772	1.20831	0.664919
C2CD4B	1.48344	1.48095	1.72788	0.855993
C2CD4C	0.0234689	0.0462333	0.223131	0.040688
C2CD4D	0.63536	0.350132	0.83994	0.425247
C2CD5	4.27458	4.22253	3.89429	3.47934
C2orf15	2.25559	1.78938	1.92872	1.68358
C2orf16	0.393932	0.251836	0.164783	0.369972
C2orf27A	0.888393	0.825363	0.858658	0.950118
C2orf27B	0.107468	0.054349	0.228853	0.170243
C2orf40	0	0	0	0
C2orf42	2.41655	2.67605	1.70312	2.00154
C2orf43	3.40261	3.24456	3.17271	3.24951
C2orf44	2.23915	2.01596	1.53875	1.59212
C2orf47	4.38453	4.44155	4.03348	3.96806
C2orf48	1.45515	1.31313	1.40946	1.17794
C2orf49	4.15334	3.95902	3.41717	3.3662
C2orf50	0.226278	0.224774	0.0887372	0.101021
C2orf53	0	0	0	0
C2orf54	0.229556	0.559167	0.677718	2.64802
C2orf57	0	0.0128626	0.0269712	0.0129117
C2orf61	0.380607	0.118539	0.328418	0.653605
C2orf62	0.12053	0.0274715	0.204026	0.0546348
C2orf66	0.102738	0.0867916	0.0993189	0.0794094
C2orf68	2.31158	2.02119	2.31621	2.1981
C2orf69	2.7778	2.88006	2.00423	2.20986
C2orf70	0.617736	0.370456	0	0
C2orf71	0.00262026	0	0	0
C2orf72	2.0529	1.69533	2.50576	1.84379
C2orf73	0	0	0	0.0190481
C2orf74	0.0834864	0.0829042	0.208885	0.0422067
C2orf76	2.27579	2.00908	2.4812	2.31543
C2orf78	0.0240727	0.0120002	0	0
C2orf80	0	0	0	0
C2orf81	0.377194	0.234943	0.752957	0.21457
C2orf82	4.18495	3.97642	4.26596	3.56942
C2orf83	0	0	0	0
C2orf88	0.753324	0.662708	1.08339	0.772879
C2orf91	0	0	0	0
C3	0.114852	0.172671	0.191356	1.07289
C3AR1	0.0187817	0	0	0.117545
C3orf14	0	0	0	0
C3orf17	3.14177	3.29804	2.6144	2.87593
C3orf18	0.553944	0.397107	0.270076	0.264779
C3orf20	0.0187912	0.0309627	0.0390365	0.00626987
C3orf22	0	0	0	0
C3orf27	0	0	0	0
C3orf30	0	0	0	0
C3orf33	1.30214	1.12355	1.30102	1.25198
C3orf35	0.697456	0.845266	1.48908	1.07685
C3orf36	0	0	0.0230065	0.0857822
C3orf37	4.82436	4.85203	4.73826	4.57273
C3orf38	3.52542	3.40507	2.72442	2.8908
C3orf43	0	0.0201313	0	0.020208
C3orf49	0.843949	1.15273	1.31405	1.12989
C3orf52	3.37713	3.45185	2.14697	3.31786
C3orf55	0	0.0251377	0	0.21263
C3orf58	2.16519	2.03292	1.83175	2.20151
C3orf62	0.62176	0.845603	1.07618	0.976147
C3orf65	0.689787	0.802913	0.363476	0.893733
C3orf67	0.797508	0.838052	0.750849	0.628033
C3orf70	0.055294	0.125005	0.0919976	0.113975
C3orf72	0.00904111	0	0.0094559	0
C3orf79	0	0	0	0
C3orf80	0.0142652	0.069466	0	0
C3P1	0.00978819	0.0193714	0.0102371	0.00488594
C4A	2.94529	2.40988	3.5011	3.35936
C4B	2.96691	2.4375	3.51796	3.3729
C4BPA	0.502706	0.594797	0.491792	0.466047
C4BPB	4.10103	4.47115	5.59262	6.71309
C4B_2	3.42562	3.33109	3.13653	3.21484
C4orf17	0	0	0	0.0112136
C4orf19	1.08005	1.00332	1.69043	2.05377
C4orf21	1.7114	1.6137	1.70936	1.41405
C4orf22	0	0	0	0
C4orf26	0.00956278	0.0189267	0	0.324081
C4orf27	3.61096	3.55339	3.88488	3.67924
C4orf29	2.13841	1.85928	1.732	1.8376
C4orf3	3.28792	3.22525	3.21043	3.31891
C4orf32	2.68942	2.80141	1.76907	2.03566
C4orf33	2.65686	2.3716	2.26344	2.72789
C4orf36	0.405394	0.275102	0.288462	0.292718
C4orf40	0	0.0152178	0	0
C4orf45	0.860163	0.65619	0.259173	0.491855
C4orf46	1.80318	1.47703	1.696	1.81314
C4orf47	0.0188487	0	0	0.03733
C4orf48	4.45767	4.33891	5.18704	5.07952
C4orf51	0	0	0	0
C4orf6	0.102248	0	0.0436666	0
C5	2.31356	2.5588	0.991462	1.65722
C5AR1	0.21927	0.237886	0.163743	0.184378
C5AR2	0	0.0260478	0	0
C5orf15	3.53419	3.47493	3.39366	3.8388
C5orf20	0	0	0	0
C5orf22	2.98136	3.17259	2.47959	2.84497
C5orf24	2.18764	2.53132	2.08749	2.40656
C5orf27	0.0659803	0.056338	0.0880543	0.102039
C5orf28	2.01056	1.94352	2.38456	2.14602
C5orf30	2.28967	2.41655	2.77401	2.16549
C5orf34	1.01179	0.921163	1.04117	0.91609
C5orf38	1.33659	1.15628	1.58603	1.49652
C5orf42	0.10038	0.20292	0.239586	0.615727
C5orf45	5.50416	5.59271	5.0838	5.62575
C5orf46	0	0	0.289812	0.461368
C5orf47	0	0	0	0
C5orf48	0	0	0	0
C5orf49	0	0	0	0
C5orf51	2.99209	3.07343	1.864	2.0729
C5orf52	1.03385	0.962545	0.508836	0
C5orf54	0.384857	0.455747	0.22288	0.322077
C5orf55	0.952551	0.683416	0.712296	0.713576
C5orf56	1.00175	1.07438	1.55124	2.01038
C5orf58	0	0	0	0
C5orf60	0	0.0152716	0	0.01533
C5orf63	0.554886	0.555977	0.690017	0.628668
C5orf64	0	0	0	0
C6	0.0436933	0.0575607	0.0506596	0.029178
C6orf1	3.84525	3.78626	4.09904	3.98304
C6orf10	0	0	0	0
C6orf106	4.79402	4.61009	4.02517	4.68818
C6orf118	0	0	0	0
C6orf120	3.08503	3.12234	2.62843	2.66356
C6orf123	0.15891	0.157829	0.43207	0.207562
C6orf132	2.7579	3.2481	3.06572	3.95438
C6orf136	3.96692	3.97111	4.50477	3.86363
C6orf141	4.49001	4.90305	2.1571	1.85874
C6orf147	0.191468	0.255497	0.46511	0.298486
C6orf15	0	0.0319439	0.0336359	0.535551
C6orf163	0.109135	0.10838	0.568435	0.349489
C6orf164	0	0.0577086	0.0843334	0.0579259
C6orf165	0	0.0488602	0	0
C6orf170	1.58337	1.42758	1.29217	1.1643
C6orf195	0.0177446	0.0263471	0	0.0946913
C6orf201	0.488952	1.07139	0.824524	1.53709
C6orf203	3.18766	3.02688	3.68376	3.14907
C6orf211	2.82895	2.89865	2.29483	3.14114
C6orf222	3.91761	3.61984	3.65753	3.96799
C6orf223	3.79488	2.87353	2.26465	1.7503
C6orf226	1.15693	1.29359	1.09815	0.995974
C6orf25	0.362815	0.269063	0.358934	0.453552
C6orf47	2.98065	2.86268	3.43995	3.07684
C6orf48	7.75025	7.56909	6.86504	6.50874
C6orf52	0.552663	0.454968	0.134425	0.934957
C6orf57	2.90961	2.49844	2.62777	2.13887
C6orf58	0	0	0.0474936	0
C6orf62	5.96673	5.74086	5.53245	5.84615
C6orf7	0	0	0	0
C6orf70	3.78622	3.56163	4.07233	3.82551
C6orf89	2.75139	2.71757	2.60282	3.09153
C6orf99	0.50752	0.780364	0.324241	0.238885
C7	0.371443	0.22789	0.163749	0.0362552
C7orf10	0.0332131	0.054551	0.0797588	0.226766
C7orf13	0.960279	0.774941	0.886539	0.629046
C7orf25	2.55529	2.96493	2.65885	2.65424
C7orf26	4.73394	5.18712	4.39348	4.62739
C7orf31	0.684278	0.446717	0.652345	0.542303
C7orf33	0.0270406	0.0268483	0	0.0402393
C7orf34	0	0	0	0.0471809
C7orf41	1.77543	1.62911	1.61146	1.22205
C7orf43	3.6514	4.08658	4.02074	4.31909
C7orf49	3.40048	3.43441	2.97851	3.39149
C7orf50	5.63111	5.82743	5.44348	6.04468
C7orf55	2.38141	2.25376	2.28825	1.78733
C7orf55-LUC7L2	5.23742	5.31498	4.93229	4.75194
C7orf57	0.332083	0.446147	0.0684574	0.276983
C7orf60	1.27303	1.07927	0.947022	1.08439
C7orf61	0.140205	0.354628	0.18072	0.641039
C7orf62	0	0	0	0
C7orf63	1.6881	1.43187	0.928324	0.659073
C7orf65	0	0	0	0.0125982
C7orf66	0	0	0	0
C7orf69	0	0	0	0
C7orf71	0.0184442	0.0183127	0.0192875	0.0365339
C7orf72	0	0	0	0
C7orf73	3.65695	3.41307	3.69907	3.26621
C7orf76	0	0	0	0
C8A	0.0679049	0	0	0
C8B	0	0	0	0.0179701
C8G	0.896624	0.857599	1.82836	1.2875
C8orf12	0.143808	0.183055	0	0
C8orf22	0.0271	0.0269074	0	0
C8orf31	0.00982201	0	0	0.259956
C8orf33	4.76942	4.8397	3.96645	4.07288
C8orf34	0	0	0.0143269	0
C8orf37	0.728535	0.701194	0.856255	0.555127
C8orf4	0.814235	0.442751	0.250017	0.610692
C8orf42	0.0107568	0.0629248	0.0168423	0.0107208
C8orf44	0.928841	1.00375	1.17055	1.13664
C8orf44-SGK3	2.61157	3.35988	2.00982	2.86297
C8orf46	0	0	0.0111142	0.655106
C8orf47	0	0.060288	0.0634488	0.254316
C8orf48	0	0	0	0
C8orf56	0.072652	0.140851	0	0
C8orf58	1.71997	2.0733	1.49068	2.27739
C8orf59	6.73844	6.51034	6.61812	6.38099
C8orf69	0.0695087	0	0	0
C8orf74	0	0	0	0
C8orf76	5.35759	5.55419	4.86811	4.99403
C8orf82	3.90773	3.62232	4.05463	3.69152
C8orf86	0	0	0	0
C8orf87	0	0	0	0
C9	0.0204478	0	0.0071626	0.073358
C9orf106	0	0	0	0
C9orf114	3.70031	3.73897	3.50268	3.57808
C9orf116	0.888734	1.19268	1.25809	1.2179
C9orf117	1.07098	0.846048	0.985766	0.97903
C9orf123	3.532	3.44738	3.35353	3.14842
C9orf129	2.99063	2.98156	2.72163	2.55542
C9orf131	0.0173124	0.0341754	0.0477822	0.0733233
C9orf135	0	0	0	0.0214808
C9orf139	0.107315	0.115479	0.121414	0.0934568
C9orf142	6.00644	5.99338	6.47568	5.75563
C9orf152	2.76279	2.37559	2.07152	1.01703
C9orf153	0.0294543	0	0.0206033	0.00985194
C9orf156	3.65743	3.55798	2.86956	2.78051
C9orf16	4.79904	4.81759	5.42434	5.22078
C9orf163	0.219436	0.335652	0.380753	0.342458
C9orf169	0.77372	1.02226	2.04695	1.82207
C9orf170	0	0	0	0
C9orf171	0.0803544	0	0.0634141	0
C9orf172	0.549156	0.293505	0.713673	0.299639
C9orf173	0.980949	0.80213	1.77225	0.894146
C9orf24	0.303187	0.169957	0.248752	0.193374
C9orf3	1.0713	0.873154	0.684753	0.878281
C9orf37	2.42638	2.27122	2.026	1.68111
C9orf40	1.90015	1.71886	2.14692	1.85122
C9orf41	2.47399	2.43949	1.88053	2.33338
C9orf43	0.453694	0.539978	0.563917	0.510437
C9orf47	0	0	0.0157064	0
C9orf50	1.5544	1.35734	1.14781	1.05081
C9orf53	0	0	0.061432	0.0295921
C9orf57	0	0	0	0
C9orf62	0	0	0	0
C9orf64	2.71884	2.34713	2.06546	1.86101
C9orf66	0.0262904	0.0389801	0.0410396	0.102071
C9orf69	3.1987	3.22487	3.40072	3.10177
C9orf72	2.50862	2.58546	1.82377	1.52263
C9orf78	4.97308	4.9947	4.76434	5.0947
C9orf84	0.0816588	0.13995	0.150854	0.525501
C9orf85	3.69288	3.70165	2.95327	3.14942
C9orf89	3.15199	2.97263	3.51609	3.63214
C9orf9	1.27809	1.13928	1.15697	0.743886
C9orf91	1.50477	1.51289	1.17702	1.42024
C9orf92	0	0	0	0
C9orf96	0.309961	0.375671	0.328293	0.232117
CA1	1.29888	0.93069	2.71109	0.846783
CA10	0	0	0	0
CA11	0.566011	0.485473	0.323392	0.148112
CA12	3.98363	3.90316	3.64198	2.70428
CA13	2.16738	2.31471	2.64903	2.4802
CA14	0.216432	0.15946	0.235117	0.286847
CA2	2.4344	2.19051	2.56604	2.26551
CA3	1.18449	0.817683	2.37662	1.348
CA4	2.1616	1.75243	1.801	1.1485
CA5A	0	0	0	0
CA5B	0.856916	0.793823	0.414872	0.441121
CA5BP1	3.29485	3.34304	3.08652	2.62958
CA6	0	0.0542819	0	0
CA7	0.0741517	0.274355	0.191391	0.0841646
CA8	1.36423	1.90126	0.969898	1.08078
CA9	3.15853	3.13729	2.64799	1.21572
CAAP1	3.32524	3.14149	3.05498	2.82862
CAB39	4.52027	4.83988	4.13552	4.77102
CAB39L	1.08778	1.38329	0.926202	2.20636
CABIN1	3.78584	3.48369	3.40886	3.61585
CABLES1	3.47107	3.3099	2.74193	3.00496
CABLES2	1.85974	1.63533	2.00701	1.47199
CABP1	3.12985	3.08794	3.17201	1.38256
CABP2	0	0	0	0
CABP4	0.0363134	0.219706	0.0285656	0.0845205
CABP5	0	0	0	0
CABP7	1.18686	0.983482	1.74865	0.932184
CABS1	0	0	0	0
CABYR	0.473856	0.703696	1.36758	1.23312
CACFD1	2.08784	2.0934	2.55357	2.25462
CACHD1	2.3803	2.66797	1.27659	1.46451
CACNA1A	0.284546	0.256256	0.450107	0.155517
CACNA1B	0.0172156	0.0170928	0.0338194	0.0133628
CACNA1C	0.0609236	0.0553346	0.215192	0.324607
CACNA1C-AS1	0.0961619	0.103174	0.26817	0.337229
CACNA1C-AS4	0	0	0	0
CACNA1C-IT3	0	0	0	0
CACNA1D	0.156316	0.165879	0.313687	0.00238272
CACNA1E	0.122062	0.642	0.0577601	0.339901
CACNA1F	0.249545	0.216857	0.21938	0.108677
CACNA1G	0.0393992	0.0345726	0.0387966	0.0186125
CACNA1G-AS1	0.025563	0.0379062	0.0399097	0.075122
CACNA1H	0.445602	0.422638	0.630299	0.0248878
CACNA1I	0.0745908	0.105423	0.183172	0.0672595
CACNA1S	0	0	0.00625415	0.00892998
CACNA2D1	0	0	0.0250683	0
CACNA2D2	0.229757	0.357161	0.542481	0.234914
CACNA2D3	0.0100218	0	0.0104814	0
CACNA2D3-AS1	0	0	0.0092722	0
CACNA2D4	0.5415	0.219371	0.396118	0.26387
CACNB1	0.995051	0.919739	0.903666	1.1333
CACNB2	0.373228	0.676928	0.465838	0.416786
CACNB3	3.68329	3.28496	3.96859	3.41457
CACNB4	0.00473531	0.0187143	0.100599	0.0624453
CACNG1	0	0	0	0.0276796
CACNG2	0	0	0	0.936933
CACNG3	0	0	0	0
CACNG4	0.0319681	0.249851	0.744828	1.67452
CACNG5	0	0.0582461	0	0
CACNG6	0	0	0.0224065	0.0835915
CACNG7	0	0	0	0.0156225
CACNG8	0.443678	0.336885	0.527016	0.506018
CACTIN	3.54566	3.37959	3.27458	3.03935
CACTIN-AS1	3.09298	2.88265	2.83923	2.60365
CACUL1	3.23961	3.41723	2.60384	2.91203
CACYBP	4.49704	4.40606	4.01435	3.92977
CAD	5.05422	4.87704	4.4687	4.33273
CADM1	0.0833545	0.323048	0.132821	1.18554
CADM2	0.00192764	0	0	0
CADM2-AS2	0	0	0	0
CADM3	0.00498842	0.034317	0.0207582	0.0197847
CADM4	1.37257	1.47029	1.30544	2.05119
CADPS	1.52137	1.19067	1.42132	1.09697
CADPS2	1.71298	1.77545	1.6284	1.35462
CAGE1	0.0703915	0.103617	0.0494478	0
CAHM	0	0	0	0
CALB1	3.93131	4.38867	2.63927	3.66348
CALB2	3.50633	2.87415	0.507541	0.237002
CALCA	0.311231	0.173111	0.435721	1.23864
CALCB	0	0	0	0
CALCOCO1	2.80364	2.66597	3.71062	4.45894
CALCOCO2	5.17959	4.78881	4.74508	4.83009
CALCR	0.0149218	0.0148153	0.0310429	0.0148719
CALCRL	0	0.0242971	0.0128506	0.0122464
CALD1	1.34512	1.40828	0.98276	3.80317
CALHM1	0.0299217	0.0355783	0.055832	0.0415805
CALHM2	0.932788	1.15905	1.22819	1.61063
CALHM3	0.168713	0.127467	0.0906947	0.397062
CALM1	6.44904	6.14657	6.15552	5.89863
CALM2	8.60414	8.35929	8.69033	8.72369
CALM3	6.04468	5.96008	6.03813	6.69449
CALML3	0	0.0552909	0	0.0280165
CALML4	3.49504	3.42453	4.21253	3.45668
CALML5	0.082004	0	0	0
CALML6	0.315344	0.187265	0.630046	0.314391
CALN1	0	0	0.0040761	0
CALR	8.33006	8.51505	8.89534	9.34921
CALR3	0.330858	0.0419834	0.0441991	0.135936
CALU	3.79779	4.08092	3.19169	4.19518
CALY	0.22576	0.0904249	0.575971	0.272361
CAMK1	3.57636	3.72026	3.50399	2.74565
CAMK1D	0.0957465	0.787997	0.170706	0.442582
CAMK1G	0.234274	0.282425	0.382686	0.188456
CAMK2A	0.0841644	0.0296228	0.128151	0.0334096
CAMK2B	0	0.0503957	0.126884	0.073006
CAMK2D	3.1156	3.19368	2.06752	2.55277
CAMK2G	3.99099	4.1468	4.18236	4.25307
CAMK2N1	3.24781	3.63945	4.80745	4.25534
CAMK2N2	0.411032	0.50668	0.678931	0.378921
CAMK4	0	0	0.0256471	0.0325039
CAMKK1	2.66311	2.39354	2.94964	2.22038
CAMKK2	3.1589	3.32811	3.16565	3.22228
CAMKMT	3.78751	3.32956	3.18576	2.84433
CAMKV	0.111528	0.176568	0.0867121	0.053727
CAMLG	4.36348	4.18254	3.84483	3.53063
CAMP	0	0	0	0
CAMSAP1	2.54617	2.74832	1.85373	2.21157
CAMSAP2	1.94379	2.37475	1.50634	1.98709
CAMSAP3	3.69944	3.7519	3.69474	3.45908
CAMTA1	4.41027	4.45739	4.64363	4.43502
CAMTA2	3.35363	3.38743	3.43531	3.44218
CAND1	4.40227	4.63101	3.72033	4.03806
CAND2	0.287306	0.285435	0.239887	0.299524
CANT1	3.5531	3.37224	3.81202	4.11215
CANX	7.16713	7.37594	6.55816	7.05545
CAP1	6.37519	6.18331	6.06859	6.79722
CAP2	0.671211	0.671166	1.07489	1.93726
CAPG	4.6731	4.7261	4.9221	6.29609
CAPN1	6.00759	6.24648	6.25316	7.34136
CAPN10	3.12226	2.94123	3.17422	2.7724
CAPN11	4.25942	2.38756	1.57735	0.165644
CAPN12	4.02731	4.01575	4.66644	4.14257
CAPN13	2.08704	2.34999	0.99241	0.528894
CAPN14	0.0753561	0.145968	0.267024	0.0191471
CAPN2	4.47207	5.23553	4.91729	6.34698
CAPN3	1.47377	1.19209	2.85405	1.63487
CAPN5	3.49371	3.40992	3.35334	3.12296
CAPN6	0.0204157	0.0550721	0.0423858	0.0699954
CAPN7	3.17502	3.10264	2.67151	2.80373
CAPN8	4.50252	4.92102	4.68182	4.04332
CAPN9	0.792508	0.242515	0.428699	0.141024
CAPNS1	7.90719	7.75499	8.26747	7.98179
CAPNS2	1.22997	1.37185	1.54208	1.78316
CAPRIN1	5.59669	6.04779	4.31989	5.59634
CAPRIN2	3.3804	3.39262	2.89978	3.76341
CAPS	1.11784	0.96815	2.02303	1.38437
CAPS2	0.21659	0.301351	0.351769	0.13181
CAPSL	0	0	0	0
CAPZA1	5.77884	5.86174	5.75793	6.16597
CAPZA2	5.6401	5.84988	4.6727	5.48637
CAPZA3	0.017041	0	0	0
CAPZB	7.1186	6.79553	7.2722	7.21417
CARD10	2.85895	3.97178	2.73768	3.63345
CARD11	1.27243	1.66824	1.02311	3.75544
CARD14	1.54146	1.15722	1.48042	1.27223
CARD16	4.08095	3.59773	6.04873	6.03844
CARD17	3.12948	2.54355	5.0075	5.15487
CARD18	0	0	0	0.0813748
CARD6	1.08355	0.914275	1.22902	1.7652
CARD8	1.16306	0.964461	1.32981	0.912192
CARD9	0.91275	0.991654	0.797931	1.08334
CARHSP1	3.74703	3.77411	3.97921	3.63221
CARKD	4.19208	3.92995	3.81389	3.80089
CARM1	5.13791	5.04017	4.96412	5.09266
CARNS1	0.172132	0.24745	0.0482203	0.116628
CARS	5.25796	5.25822	4.80333	5.50563
CARS2	5.07067	4.94667	5.28061	4.99825
CARTPT	0	0.0395544	0.0416438	0
CASC1	0.0549787	0.027554	0	0.0412919
CASC2	0.452981	0.19989	0.661351	0.328537
CASC3	4.61706	4.85183	3.70053	4.0317
CASC4	3.5626	3.63817	3.29278	3.98908
CASC5	2.15002	1.99362	1.47087	2.17012
CASD1	1.50886	1.17142	1.14785	1.35424
CASK	4.41111	4.251	3.92364	4.04843
CASKIN1	2.15677	1.84139	2.51408	2.20442
CASKIN2	3.09392	3.00636	2.98225	3.21632
CASP1	4.7327	4.02639	6.48843	6.03418
CASP10	2.96491	2.70362	1.94377	2.62077
CASP12	0	0.0441737	0	0.0443408
CASP14	0	0	0	0
CASP2	3.06991	2.96224	2.93666	2.77664
CASP3	4.13625	4.0531	3.62974	4.0829
CASP4	5.37183	5.48009	5.73366	6.91094
CASP5	4.08972	4.03688	4.85218	5.6222
CASP6	4.47294	4.08754	4.12396	3.94188
CASP7	2.94924	3.38348	3.23022	3.87077
CASP8	3.75942	3.62515	3.88842	4.03038
CASP8AP2	2.19934	2.29994	1.83772	1.58729
CASP9	3.37387	3.14559	2.13516	2.28077
CASQ1	0.0825332	0.090783	0.167578	0.281136
CASQ2	0	0	0	0
CASR	0	0	0	0.00374224
CASS4	0	0.0182732	0.0382385	0.0122545
CAST	6.5808	6.40241	5.85693	6.60769
CASZ1	3.20202	2.50352	2.34531	2.29461
CAT	5.20045	5.42381	4.15005	4.62966
CATSPER1	0.0688867	0.146425	0.199573	1.04786
CATSPER2	10.2646	9.81362	10.4018	10.0718
CATSPER2P1	1.48234	1.82512	1.6004	2.436
CATSPER3	1.30514	0.976351	1.38261	0.894634
CATSPER4	0	0.0755613	0	0
CATSPERB	0.554709	0.297752	0.579344	0.379521
CATSPERD	0.0576595	0.11906	0.030444	0.0290209
CATSPERG	0.254125	0.3211	0.400764	0.286158
CAV1	0.34274	0.765135	0.980773	4.06542
CAV2	1.02595	1.43059	1.43974	3.86955
CAV3	0.0274218	0	0	0
CBFA2T2	2.64673	2.55768	2.5342	2.30454
CBFA2T3	0.00842871	0.0413649	0.0521026	0.0125824
CBFB	2.8932	2.93381	3.05528	3.70411
CBL	1.50046	2.05824	1.15779	1.59174
CBLB	2.57948	2.491	1.97269	2.14907
CBLC	5.80824	5.60374	5.60806	5.27097
CBLL1	3.40872	3.57775	2.56902	2.61072
CBLN1	0	0	0	0
CBLN2	0	0	0	0
CBLN3	0.528694	0.43578	0.733837	0.617034
CBLN4	0.0352512	0.0464822	0.0185443	0
CBR1	5.45214	5.08018	5.87195	5.16439
CBR3	3.1634	3.24398	3.39487	2.76009
CBR3-AS1	2.88333	3.18517	2.99615	2.50855
CBR4	3.05863	2.98013	3.11464	3.00213
CBS	3.12839	2.92208	2.02603	2.15546
CBWD1	6.09204	5.79329	5.57656	5.77028
CBWD2	6.00597	5.68801	5.33429	5.63601
CBWD3	8.41668	8.04709	7.78187	7.9083
CBWD5	8.35313	7.98966	7.71509	7.86222
CBWD6	6.04515	5.83255	5.33851	5.34065
CBX1	3.93878	3.89522	3.4413	3.91139
CBX2	2.00321	1.5009	1.64492	1.61467
CBX3	5.96676	5.89872	6.06006	6.30512
CBX3P2	0.38378	0.236318	0.439664	0.431247
CBX4	4.63364	4.22459	4.67702	4.09352
CBX5	0.358037	0.391316	0.371265	0.429803
CBX6	2.04534	1.81781	1.02663	2.19353
CBX7	1.61018	1.56771	1.87639	1.66523
CBX8	3.73102	3.28571	3.2652	2.40654
CBY1	3.05771	2.68098	2.78507	2.15545
CBY3	0	0.129875	0.0469551	0.044772
CC2D1A	4.87104	4.81107	4.98734	4.61083
CC2D1B	3.4095	3.43861	2.86294	3.37778
CC2D2A	0.188188	0.226362	0.253105	0.190677
CC2D2B	0.231007	0.0584938	0.204872	0.247218
CCAR1	5.44997	5.40062	5.32943	5.0685
CCBE1	0	0	0.00616243	0
CCBL1	1.38328	1.3129	1.09158	0.934598
CCBL2	3.72394	3.93885	3.04061	3.68194
CCBP2	0.0369796	0.0842645	0.0386591	0.218947
CCDC101	6.3064	5.27334	6.99394	5.90164
CCDC102A	0.343619	0.370927	0.488172	0.764673
CCDC102B	0.142667	0.236647	0.0421585	0.21425
CCDC103	1.03243	0.620235	0.596819	0.552206
CCDC104	5.00538	4.96805	4.94283	4.91304
CCDC105	0	0	0	0
CCDC106	0.166293	0.252801	0.328366	0.269118
CCDC107	3.62614	3.6269	3.95297	3.61259
CCDC108	0.107148	0.100696	0.309986	0.112508
CCDC109B	2.83042	3.16277	2.98742	2.6578
CCDC11	2.19136	2.40455	2.09878	1.619
CCDC110	0.133015	0.0769615	0.0544832	0.0131656
CCDC111	2.42793	2.11996	2.58433	2.30398
CCDC112	4.15598	4.66295	3.89648	3.56467
CCDC113	0.314321	0.27416	0.613779	0.441121
CCDC114	0.183007	0.114948	0.190896	0.0450458
CCDC115	4.36585	4.19102	3.86487	4.07985
CCDC116	0.136635	0.0166431	0.0772585	0.024988
CCDC117	2.73279	2.643	1.91345	1.89395
CCDC12	5.70855	6.44774	6.12046	6.05359
CCDC120	2.31715	2.34046	2.44461	2.87337
CCDC121	1.23651	1.39912	0.754166	0.62863
CCDC122	0.689183	0.881508	1.01499	1.25069
CCDC124	5.89215	5.68932	6.17864	5.9208
CCDC125	1.78711	1.56333	1.88653	1.98106
